project_id,name,description,n_emails,representative_emails
P309,Enron Case Study,"The project involved coordinating a visit to Baylor University, compiling Enron case materials for educational use, and collaborating on a research paper about Enron's business practices.",63,"[""53085a4dacd56ae7"", ""56d18f0c20e59509"", ""c647f84d74e2768f"", ""f85e79bb20409a3e"", ""6dbca4ef3e57979b""]"
P310,ENE Stock Talk,"Internal email thread focusing on ENE stock price updates, trading strategies, and market commentary.",169,"[""54fe239c2a8e936c"", ""5850d4f049f25d97"", ""76e84cfaf717b9bc"", ""982adb4c137be860"", ""7b352e158fa59ae0""]"
P311,Data Visualization Project,"This project involves generating and sharing maps, graphs, and other visual data for internal analysis.",80,"[""72a8bdb9f5a2c049"", ""9f432af4e57828fc"", ""5ea40b9f49df2eb8"", ""610f4eee2c5b7c4f"", ""83b9dd2db732302e""]"
P312,Email System Testing,"This project tests email connectivity, verifies correct email addresses, and ensures proper functionality of Enron's internal email system.",57,"[""572861e251017238"", ""4aca3bc9e1d43c2b"", ""e9e2e6dd7f73c270"", ""33ea11bd8fde9b06"", ""2796e20ae01128a9""]"
P313,Technical Corner Publication,A project to compile and publish technical articles and research from Enron's Research Group for distribution to company executives.,67,"[""9b85f8d49db19ca4"", ""4b8cf9b68b5125df"", ""3a2afc120b60a607"", ""60572e21f5794941"", ""144249a20f81f603""]"
P314,Risk Management Policy,Development and implementation of Enron's enterprise risk management policy across business units and portfolios.,112,"[""8a4b39315ed3085c"", ""c17584ab553e709f"", ""68c2078eaebd055e"", ""ca2a37010bb4c6b9"", ""d6202392186fd97f""]"
P315,Press Release Coordination,"This project involves drafting, reviewing, and coordinating press releases related to market communications and regulatory information before market openings.",74,"[""55edef4b4958e29b"", ""292f86c1e8faa580"", ""c8559a37c90a6253"", ""e10fa73cb897fb71"", ""ef51d886f2487fac""]"
P316,Enron Tiger Team,A joint Enron-Wharton MBA project in which a Tiger Team of faculty and students worked on a business challenge for Enron.,130,"[""c45e896a84097f6b"", ""e66cbf2e24f1fa99"", ""c271ef911a077fa1"", ""f70d9528b114ac57"", ""cedc5365406cc226""]"
P317,Enron Recruitment Initiative,"Coordinating resume submissions, candidate referrals, and interview scheduling for Enron positions across multiple departments.",1670,"[""a9219824a49696f0"", ""825b5e3abf983007"", ""9c8cb8eefd828764"", ""01052b7f637cc0f3"", ""dc148303c45342dc""]"
P318,Energy Markets Research,"Conducting research on energy markets through conferences, volatility analysis, and publications.",495,"[""83da49c10e4817cd"", ""3cdf0c7bd98b5a30"", ""81b5ed614e66007e"", ""c0635a9325598be1"", ""cb00a3512a911b9a""]"
P319,Presentation Files,A project to manage and distribute presentation files within Enron.,134,"[""9d22c15a4972bd5b"", ""03eaef62159c10bb"", ""de3003fe7b5e6ef9"", ""7b71117920eb0402"", ""a8db7ae110f49f07""]"
P320,Enron-Stanford Program,"Coordinating reciprocal visits and joint research activities between Enron and Stanford University, including scheduling a professor's site visit and managing a student's research assistantship.",69,"[""9ecd6a87e9f30f87"", ""c0891259164b9d3c"", ""854a27a0c19b81d9"", ""ecac8014e2d03932"", ""e76c8cbbc3a68cb6""]"
P321,Lunch Coordination,Coordinating and scheduling lunch meetings and social gatherings among Enron employees.,305,"[""1fa4ffb97b25bc08"", ""9bec173e1469ad90"", ""918f8bcada5ca0b0"", ""8d69cf618e488827"", ""e5acd7524d9fd89e""]"
P322,Lunch Scheduling,Coordinating lunch meetings among Enron legal staff.,110,"[""9f92872c8c8896d0"", ""cc4dcbfa7b156a89"", ""2f840f89ca11c33d"", ""0c1c0d46c0ada2ab"", ""c76324283b6a2ee7""]"
P323,Enron Press Monitoring,"A project to track, analyze, and coordinate responses to Enron's media coverage during its 2001 financial crisis.",549,"[""37e2cd3c8bbd6212"", ""9cd4e9ec0c76d285"", ""79e1ccdbba86fd44"", ""0dc391e0d5dffafb"", ""91ed30f9a7f550e7""]"
P324,Global Operations Controller Forum,An Enron-wide forum bringing together business controllers from multiple entities to discuss mid and back office operations.,68,"[""ae3621a5a0b2c580"", ""01dfbd20d3d92cec"", ""e81d90b0124c2ea8"", ""59c17189af03a8d2"", ""999f8ba6eea85e82""]"
P325,Raptor Project,The Raptor project involved structuring and executing share‑settled swaps and related warrant transactions using special purpose entities.,194,"[""6b70ae5dfb2c7360"", ""618e2fee673e9c5a"", ""73413255c359049f"", ""af4e3395c17930da"", ""55b74c18fa5b5d7b""]"
P326,CFTC Regulation Tracking,Monitor and interpret new CFTC rules and futures legislation affecting Enron's OTC contract operations.,141,"[""a9d70a929b5e3aa7"", ""405a42592d972536"", ""a548fa2150232771"", ""4fb601d69049b638"", ""c6e876a2a0e20887""]"
P327,ERCOT Physical Delivery,"Project to prepare for and manage physical delivery operations in the ERCOT electricity market, addressing QSE documentation and LSE account coordination.",109,"[""9a59726b63992981"", ""b4eb6d10bbb1691e"", ""877cf689568d7b00"", ""be41fb1cd2b73367"", ""46671db9e016938e""]"
P328,Credit Derivatives Trading,"Building a credit derivatives trading business to make markets in credit protection across energy and non-energy reference entities, with associated consent and legal requirements.",93,"[""80eea23f3a6577ef"", ""a2c3899fade965cd"", ""6f71df1b73e56b7b"", ""d39fd3d40e757cab"", ""77e0e516150fb973""]"
P329,Employee Departures,"Internal Enron communications documenting employee resignations, departmental farewells, and staff transitions.",167,"[""f4b1bc894b7bc7d1"", ""f6d3ad45932d4ee2"", ""79096586b6efd129"", ""a9147b57033e92d0"", ""14d353816b9c8380""]"
P330,Emissions Strategy Initiative,Developing Enron's corporate climate change positioning and emissions strategy while identifying business opportunities in emissions markets and regulatory frameworks.,72,"[""17826c89eaf80255"", ""71540a808f0887e9"", ""cfd39e7b2f1b1409"", ""fedf1fc271e24d2d"", ""05807686c93a9701""]"
P331,Project Toucan,"Project Toucan coordinates internal reporting, general ledger adjustments, and memo distribution across finance and HR.",483,"[""6c7aeea80bd3d040"", ""ea5d899438cd3760"", ""942db87565d82be3"", ""e049b8c1e5ad4a69"", ""f076c23e9ce07f74""]"
P332,Lay Support Emails,A collection of internal messages expressing gratitude and solidarity with CEO Kenneth Lay during the Enron crisis.,127,"[""d70f739758b8c268"", ""6951d022df7cc6ff"", ""7524f00da7362d94"", ""a5517120cba7cf20"", ""347468afc174ddc0""]"
P333,Crisis Leadership Support,Internal communications expressing employee support for Ken Lay during the 2001 Enron crisis.,108,"[""a6c0daf247543e1b"", ""991a5186e2d17803"", ""9f85534b768f1d89"", ""cd7478526d62f327"", ""a96f8f8400ec1924""]"
P334,Gleason Wheatland Sale,"Transaction to sell the Gleason and Wheatland facilities, including negotiation with purchasers and preparation of necessary legal documentation and contracts.",94,"[""80ca66c303ef79d8"", ""1b10903cacbbda50"", ""a170ab178be77698"", ""9429fc15a284c50a"", ""e914e1dbec571275""]"
P335,2002 Plan Review,"Coordinating the development, review, and presentation of Enron's 2002 business plan to senior leadership.",75,"[""5839ffb62379a24a"", ""9098b77608a25a42"", ""e30eef2b42b12b55"", ""ba75d7475b9a0bd9"", ""c51616ca546bfaa6""]"
P336,Co Op City Contract,Negotiating and documenting a cost-plus contract for the Co Op City real estate development project.,58,"[""09b3a1f7209535d2"", ""d2fc2b40a4301149"", ""41922b752ffe63e7"", ""c171138a4731633c"", ""b1d1b13a9168a25e""]"
P337,Master Netting Agreements,"Development and implementation of Master Netting Agreements for Enron's commodity transactions, addressing cross-border issues and bankruptcy protections.",393,"[""6150a953af314fd0"", ""ec4f5749a5aeb39c"", ""e59af30af7774dd7"", ""bfec4231c56082c5"", ""1fb359481a110685""]"
P338,Patagonia Renewable Partnership,"Enron's sales initiative to secure Patagonia as a customer for renewable energy products, specifically green tags and renewable energy credits.",106,"[""558514b40256959e"", ""e16d8cde33e4a729"", ""a5fdc83b20e46b15"", ""7269a9db57e017a0"", ""87ea06e26e43ef13""]"
P339,EOL Approvals,"This project manages credit approvals for Enron Online (EOL) trades, ensuring counterparties such as TXU Energy Trading Company have valid master agreements.",193,"[""a5f2ae07ba5bcc08"", ""675ed35aa728f281"", ""9980c84aa5e8f978"", ""d591276a138099b6"", ""5eb2bc62d24cf69b""]"
P340,EOL GCP Approvals,"Coordinated end-of-life approval processes for Enron's global counterparty contracts, handling documentation review, responses, and adjustments across multiple stakeholders.",80,"[""25eec34124f0e89b"", ""ad672e00b14f5702"", ""79e8402fc303b611"", ""4df38f1dd4778420"", ""d4ca92e7263aef54""]"
P341,ETS Annual Planning,"Annual goal-setting and strategic planning for Enron Transportation Services, including commercial support, financial forecasting, and eCommerce initiatives.",50,"[""60d3406968df1f28"", ""5c88a14ef8f1d999"", ""692c80439af12709"", ""ed4883685e506390"", ""8832872fed2b6fb3""]"
P342,NYMEX Hedge Compliance,Managing annual NYMEX hedge exemption applications and ensuring compliance with company trading policies for Enron and its subsidiaries.,115,"[""f0dfca4d2cb11370"", ""dc184e330e852f5c"", ""63c8afb3e5658a45"", ""f58fa5dba415851f"", ""685086acdd4fc0eb""]"
P343,Executive Presentation Project,"Development of CEO-level presentation slides containing utility market analysis data including customer switch rates, market share, and Scottish Power information.",337,"[""c96ee8c5bb525b06"", ""6cdd403bec6d6c9d"", ""ca1da019b42f629a"", ""d2972618f77be956"", ""a832158654d71efe""]"
P344,EOL Legal Agreement Update,"A project to update and implement legal agreements (Password Application and Electronic Trading Agreement) for EnronOnline's electronic trading platform, ensuring proper notification procedures and contract enforceability.",253,"[""865c0eb48cfebe5d"", ""38d205c9eb8fa561"", ""579352d67bf9d351"", ""e9ccd9769b078811"", ""b8ad97892566be73""]"
P345,Land Option Agreements,"A project focused on negotiating and managing option agreements for potential land purchases, including terms for put options, expiration dates, and construction triggers.",172,"[""4f9dbb4bf40bf982"", ""acaf09872aa1dbc8"", ""828453df0001b353"", ""210fb418088e75c8"", ""335bd678b02ce398""]"
P346,Home Video Project,Producing a humorous video for the Enron Management Conference.,72,"[""efdd08cb7e178c36"", ""84444b4a0f0da462"", ""0af6427c67164b3b"", ""1b46ebcec52f231d"", ""ed35a35d31f4606e""]"
P347,Counterparty Approval Process,"A process for reviewing and approving counterparties for energy trading transactions, including verifying legal entities, managing disputes, and maintaining approval lists.",202,"[""2d6b91ea17245408"", ""4108834a37c2b93a"", ""83e30c17f2bb9097"", ""7a5f228d26c9e7f3"", ""1e918b3b5a97a8d0""]"
P348,EOL Credit Responses,"Tracks and manages credit authorization decisions for US power product trading, updating counterparties' eligibility based on credit reviews.",198,"[""5af70d0eb675ba59"", ""a3432ad725ae4270"", ""fd1439084ade6999"", ""e3e7e7064539bc4d"", ""c4a6e2a298d7548d""]"
P349,Headcount Planning,The project tracks headcount and open positions while planning cost-saving staff reductions for EA operations.,57,"[""0ba0288bb950df8f"", ""fff30fe296653a64"", ""2b7a9e60c5cefa83"", ""7abc03dda1e3c1d2"", ""fda5aa81587b3d46""]"
P350,Employee Tax Services,"The project provides PwC employees with online tax preparation, assistance with tax return inquiries, tracking of stock purchases, and compliance with privacy policies.",122,"[""4a168f21d45fe14c"", ""4cb4ebe7a216f67e"", ""260b70202f4ba998"", ""3d8d96ddaee6c423"", ""cfd9c7e3f66b5189""]"
P351,Turbine Asset Sale,"Project focused on selling off or exiting Enron's turbine assets, including GE and MHI turbines located in Florida, Georgia, Louisiana, and South America, with efforts to package and flip the assets to buyers like FPL.",114,"[""23760deb6754e4c0"", ""22a3425159367d31"", ""d49fa86466060c4e"", ""4f1fb2ee484a09e2"", ""4b185adbf25f8e07""]"
P352,International Derivatives Expansion,This project focuses on expanding Enron's online trading platform internationally to offer derivatives products across multiple regions while addressing jurisdiction-specific legal and regulatory challenges.,162,"[""74c7a9eef953db32"", ""07c52b9e777e0d4a"", ""7452e901c84c04cf"", ""6a819dce0f7d49e6"", ""07584ee076cbee17""]"
P353,FX Product Development,"The project involved designing, implementing, and managing Enron's foreign exchange product and internal FX trading operations.",59,"[""026860b0f94f9952"", ""71041eb05d7831ca"", ""ab197768465f3d98"", ""5e44d508d56afe14"", ""9780fe498c1e54bd""]"
P354,Annual Budget Allocations,"This project involves reviewing and managing budget allocations across Enron's operating units, particularly ETS, with focus on financial metrics and strategic planning for 2001-2003.",780,"[""985eded2ee64f3db"", ""e9b4cfb18f2e83f1"", ""67f7d181b3f4794f"", ""ac997154ce3be5f1"", ""3906210bb3a433e3""]"
P355,Transwestern Business Plan,"Coordinating the development of Transwestern's 2002 business plan, including capital requests, marketing strategy, and financial projections for internal and rating agency presentations.",120,"[""281b81f59f70d77b"", ""36933f65312e7f5d"", ""7c60f72a267d0fb8"", ""62b3d355833336ae"", ""42f74be6e821cfaf""]"
P356,Operational Risk Management,"Internal initiative to address operational issues impacting market risk staff retention and development, consolidating risk systems problem logs and coordinating meetings to identify solutions.",151,"[""284b946d91265cd9"", ""24389c193faf26f3"", ""157eae7128c3cf67"", ""133899462076ccf1"", ""bc0002687a1d3443""]"
P357,Fantasy League Management,"Managing a CBS SportsLine fantasy football league including account setup, commissioner responsibilities, and league administration.",75,"[""9c16ec060b88a9d9"", ""3393fb7667fddea9"", ""e48020433a6cdf93"", ""9c16623205bbc197"", ""e047b487c8684ef9""]"
P358,Enron Net Works Restructuring,"Organizational restructuring at Enron Net Works involving leadership changes, including Mark Pickering's candidacy for the board and decomposition of ENA IT groups.",289,"[""2b1dc4512ebc6761"", ""8b069a3acd9b229d"", ""608dbb4868d72fa4"", ""01a105a2ce24039b"", ""0f698ce5d2945373""]"
P359,55/5 Severance Plan,"The project oversees the 55/5 severance plan, managing employee termination approvals, compliance with the Older Workers Benefits Protection Act, and coordination of outplacement services.",1017,"[""bdb9c659344f2c9c"", ""e4657ccd57d5ffa4"", ""1f0addf9541bc233"", ""971807b3cc7aeadb"", ""60d57b841b4b94a1""]"
P360,Austin Energy Contracts,A project focused on negotiating and finalizing energy service agreements and breakout contracts with the City of Austin for power plant operations.,67,"[""e3903c466c0b7109"", ""c0e9cb111e8d94ab"", ""c53b8067555d8288"", ""8b3713cb18f84ee5"", ""1f7ca353e10cc7af""]"
P361,Blue Dog Turbines,"Project managing the procurement, logistics, and financial documentation for turbine and generator equipment sourced from General Electric, involving E-Next Generation LLC as beneficiary with regular reporting to stakeholders.",96,"[""be7a11c254da8984"", ""e056fbac9b04e6db"", ""39f17dd15e07e841"", ""ce82038633f36297"", ""a0fdcd612aaffa0e""]"
P362,Southern Trails Interconnect,"A project to plan and construct a new pipeline interconnect between Transwestern and Southern Trails at the Blanco site in San Juan County, New Mexico.",70,"[""5c5b6f0af696277c"", ""00490f88d0644b54"", ""a6506018eb2765a8"", ""a7b8c0cae631a351"", ""03cd1e256041650f""]"
P363,TW Weekly Reports,A project focused on generating and distributing weekly status reports for the TW entity or contract.,59,"[""0be9d6fcb323683e"", ""6dd0082d89e559d0"", ""a6f43fd6403d1d30"", ""32ba052bf71cb615"", ""60c1acdb131643dd""]"
P364,NNG Outage Reports,Compiling and distributing monthly outage reports for the Amarillo and Albuquerque regions of NNG.,231,"[""dd66239ae11857db"", ""f47b04008488f987"", ""e5cd88b46064ae54"", ""ed8b10853615f04c"", ""b225b4eba3b2f035""]"
P365,London Equity Trading,"Establishing a new equity trading entity (ECT Investments, Inc.) in London, including coordinating ITG platform installation, addressing tax nexus concerns, and preparing operational infrastructure.",59,"[""7a48bec99b67b792"", ""bc03ea152f6e23c6"", ""f760c28dd718cebc"", ""8dfc7be6feca9ad3"", ""f91dc88f328139aa""]"
P366,Cat Care Project,"A project addressing cat behavior, odor removal, and pet care issues.",64,"[""58bb840e67bb8fdd"", ""39d1db3b32cd2e0e"", ""c6cb554f214135f6"", ""76a44faff0a62b0c"", ""ae5ccfc4d988c5dc""]"
P367,Louise Kitchen Emails,"These emails capture Louise Kitchen's involvement in various Enron matters, from press coverage and personnel issues to operational tasks and deal management.",66,"[""b8abb028a7cfb3bc"", ""e06e90c2e1459e55"", ""5e78bcdca1ea7246"", ""2a3eb540c10dbf5e"", ""959379cbde2ba725""]"
P368,Dunn Letter Project,"Internal effort to draft, revise, and finalize a letter to Dunn (and associates) on Enron's strategic position, coordinating with legal, PR, and external advisors.",59,"[""73b8dd8d45275767"", ""b4a5cd48cd4b83d2"", ""d1712cb93f9329a8"", ""9de48ca13ffef838"", ""2a8430208b482ac6""]"
P369,NETCO Startup,"This project involves the formation and startup of NETCO, including due diligence processes, employee transition planning, and retention strategies for key staff.",171,"[""90136801129590c4"", ""8fe15137ee9736e2"", ""b8129485ecbd49c4"", ""dfa2456909b94faf"", ""ce19fc0db09eb2da""]"
P370,Enron Wind-down Planning,"Managing operational and financial wind-down activities, including business unit restructuring, cost reductions, and asset transfers during Enron's 2001 crisis period.",75,"[""8d8b261ca1ae6acc"", ""611454438de56f9e"", ""606490b1c48ab50e"", ""e75ef0ab8a480f5b"", ""aa4011bc2ac2bfe7""]"
P371,NNG Daily Volume,"Develop and implement a daily volume reporting system for all NNG meters, evaluating options and integrating with PGAS and net metering platforms.",87,"[""5cd40da2d782d1f2"", ""71092989c8bc330c"", ""9303a7c2e821c5bd"", ""73e8535dc5836517"", ""f5ef8705680a34d6""]"
P372,TW Daily Balance,"A project focused on generating daily balance reports and monitoring volumetric and dollar imbalances for trading operations, including linepack calculations and customer economics analysis.",120,"[""8b71b507bb32e506"", ""85eac1ec8e416a99"", ""07c85b88060f05cb"", ""c52d0fb777b8c8a9"", ""224710f3a698e43b""]"
P373,Project Status Meetings,Coordination of internal project meetings and status updates across Enron's power trading and operational initiatives.,2507,"[""58fac0aa774d5702"", ""2c31de99bb382eb1"", ""f44d2da135d6e4aa"", ""91b0347e8ce97cfc"", ""635a9727dd3eb1ae""]"
P374,Transwestern Project,"This project focuses on Transwestern-related meetings, team integration, and exploring potential acquisitions such as NEPCO.",100,"[""1bce327a2393cbf5"", ""08eb50250e13f04d"", ""cbf35ec1d21fae8c"", ""6b9d9d678b39e083"", ""6aad6336b87ad11b""]"
P375,Red Rock Expansion,A pipeline expansion project involving negotiation and finalization of agreements with regulatory filings to FERC.,148,"[""ab79bc09d23fbe10"", ""53614dee0a136720"", ""2c1daa23241ce44f"", ""9d6fcb1d5659a022"", ""c1ff4296fcfaf678""]"
P376,TW Contract Tracker,"The project monitors and reports the status of TW (Transco) pipeline transportation contracts, including processing, tendered, executed, and terminating phases.",66,"[""ddd9adb1eb5ac6e5"", ""94fe5b310da706b1"", ""bd671e96b263c604"", ""ff76270aae230a16"", ""fae959ac22f6ec7f""]"
P377,OpinionJournal Daily,A daily email newsletter that aggregates editorial and commentary articles from the Wall Street Journal's OpinionJournal section.,105,"[""e9cdbd66ad7da480"", ""126bb2024ab7b4ab"", ""199ab8075fcee062"", ""5d3881f745f3202f"", ""94c7ce455b494395""]"
P378,Salmon Energy Project,"Enron and GE coordinated financing, contractual agreements, and operational arrangements for the Salmon Energy power project, including turbine procurement, escrow payments, and consent/assignment processes.",76,"[""c83ef5d984e1262d"", ""67392a74e93fde4e"", ""a6d190e5da43d89c"", ""fe1d3517d79ce364"", ""dac3d6089aad35ce""]"
P379,Election 2000 Campaign,A get-out-the-vote initiative and political communication effort centered on the 2000 US presidential election between Al Gore and George W. Bush.,300,"[""4e8a1c6b19526719"", ""4f44e50d9164ee34"", ""e0c361f82d303c17"", ""65ccedf7fbb32432"", ""605ad19e08d0c577""]"
P380,Political Email Cluster,"Analyze forwarded emails within Enron that discuss political events, terrorism, and conspiracy theories.",303,"[""345c6fc0407f3dae"", ""7dd32a9be9eb2eef"", ""68b8e8f4c310fa5a"", ""e7bdc3dd3fd79223"", ""6adf75fd9966ed22""]"
P381,Delta Transaction,"Negotiating and structuring a deal with Delta involving corporate guarantees, escrow arrangements, and legal documentation for a power-related transaction.",79,"[""396c0fe67741a948"", ""abf21f4f4ccfe7d5"", ""debf880d10d62744"", ""28145a5218b65f38"", ""45574df63c72671c""]"
P382,NW Escrow Agreement,"Managing the execution, review, and disbursement instructions for the Northwestern escrow agreement.",57,"[""8051972abeb401b6"", ""b6206c8f602d991f"", ""5256b013e9478296"", ""d053ae34710b15a5"", ""a8bedfcd13baec37""]"
P383,PG&E Contract Termination,"This project manages the termination of power purchase agreements and contracts with PG&E, including handling termination payments, finalizing termination letters, and negotiating stand-still agreements.",99,"[""0e84d1d1786563e2"", ""66af424af3a601e8"", ""1476721df7c2f5c4"", ""c58317355e1a2d99"", ""3b574014c1a47c2c""]"
P384,InterGen Project,"Enron's joint venture with InterGen to develop a power generation project using GE turbines and ABB transformers, including contract negotiations and consent assignments.",202,"[""305b46ad8b10def9"", ""8d8b9a8c94df78eb"", ""274e553f8da9f75d"", ""1456dd9ce97191bc"", ""019afbe8314c1b7c""]"
P385,SITA Master Agreement,Negotiating and executing an ISDA Master Agreement and related credit support annex with counterparty SITA for derivatives trading.,54,"[""44c478f0019df314"", ""cbc3afbfdfcff856"", ""eb20cb7a3ffa7403"", ""8cd1276f63a091fb"", ""205a10a80b5f4c50""]"
P386,LM 6000 Procurement,"Project managing the purchase, delivery scheduling, and commercial agreements for LM 6000 gas turbine units for power generation.",114,"[""f18a2f2654294c4d"", ""3bf16b9593ed0a61"", ""66b2fc5b90b20d77"", ""f8e3df8470b247c8"", ""50364bcee0979d0e""]"
P387,Loser Pool,"A weekly contest where participants pick the losing team in NFL and college football games, with the last-place picker winning $50.",96,"[""d960118cf8e09912"", ""696c97e9ce6fc76d"", ""b5cacb5ac3e0b2e3"", ""0c0c92828924c2c3"", ""e4230ebafa9cf955""]"
P388,Enron Fantasy Football,"An internal fantasy football league for Enron employees to draft, manage, and compete with virtual NFL teams.",309,"[""ef26c94e42153c31"", ""2f7c84335f0f724f"", ""640463356c02e30b"", ""3111a6fa33f300b8"", ""20454e11562fdc56""]"
P389,GE Turbine Purchase,"Negotiating and managing the purchase agreement for GE gas turbines, including multiple contract versions and coordination with external legal counsel.",130,"[""9202bc196744053c"", ""b5c3c0c45ad93b9f"", ""c83a91c8df4e357f"", ""7e321f7d304418ec"", ""71028b2772616f28""]"
P390,Transmission Line Project,"This project involves developing a transmission line infrastructure with ABB as a key contractor, including contract negotiations, equipment procurement, and project development arrangements.",197,"[""8ca312169c84684d"", ""58f922e9f05ef5b7"", ""144778a08a99d1a3"", ""bd8eace0d3670955"", ""ba48541265918729""]"
P391,Transwestern Point Management,"This project manages receipt and delivery points, displacement configurations, and contract templates for the Transwestern natural gas pipeline system.",75,"[""1f4aab5953954337"", ""88ca9da71c838481"", ""057bf47b6dae35cb"", ""9e480e4535911484"", ""f9c9858a6179f614""]"
P392,Transwestern SoCal Settlement,Enron's Transwestern pipeline settlement negotiations with SoCal regarding capacity allocation and market access rights at Wheeler Ridge.,347,"[""51451599ed8d1d87"", ""8e3286db5ad80b42"", ""e75f79500be2adf2"", ""5bfcb50943ec998d"", ""c0fbbbbebb2c20ca""]"
P393,TW Capacity Marketing,"Marketing capacity on the TW pipeline through contract renegotiations, open seasons, and operational coordination.",88,"[""cd25b78811162284"", ""5ed03b586350a40f"", ""d4909f172771c605"", ""ed2e386e1c0924bf"", ""463b2f4f5bfcd7ed""]"
P394,TW Open Season,"Drafting and revising web copy for the TW open season capacity auction on Enron Online, including term sheets and alternative sharing mechanisms for bid criteria.",416,"[""1225c274e968d4e8"", ""b8ee2231ea52a837"", ""2b8a708e88253d08"", ""f917d431d11913d1"", ""4aa2f6bfb950b3a7""]"
P395,Social Weekend Planning,"Coordinating weekend social activities such as drinks, dinners, and clubbing among Enron and Accenture staff.",182,"[""cf7e1764232450c4"", ""32fe6659a223db9e"", ""72d2e65a893e9e6f"", ""4de2d441d17134a0"", ""78b3255e121d8feb""]"
P396,Family Announcements,A collection of personal baby announcements and family updates shared among Enron employees.,121,"[""d982baa82c05e8a8"", ""5c08e440f1f5c49d"", ""401d8448f2caca50"", ""42ed4a573cc2bf99"", ""578fde35faaafc36""]"
P397,Contract Review,Coordinating the review and processing of contract changes between Ingrid Immer at Williams and Chris Germany at Enron.,110,"[""ce76036b483b3a45"", ""c8f85dffd971c0b8"", ""12184699f2e0444c"", ""33e08c6fda9e0bf9"", ""dc1f004db221d9d9""]"
P398,Personal Correspondence,"Personal exchanges between Joni Veselack and Chris Germany covering well‑being, holidays, and everyday life.",52,"[""4d800b669f8796c9"", ""7e48249ea0c21783"", ""fff9a93fe6334f1f"", ""c352311691538e31"", ""0dcc6cf770f8506a""]"
P399,Houston Event Coordination,"This project coordinates ticket sales, volunteer recruitment, and event scheduling for Houston concerts, rodeo performances, and related promotional activities.",109,"[""6e7884679754c370"", ""c0c8139e36d62783"", ""6aed6cd2e1af5ede"", ""9dac26334ba53257"", ""20c31f5bd45e8896""]"
P400,Astros Ticket Program,A system for allocating and distributing Houston Astros game tickets to Enron employees and their guests.,157,"[""0dac74f61b002598"", ""39cebaf315a12391"", ""19ffea6fd516b26b"", ""c1f988ef4c0301a3"", ""1524de71e11da933""]"
P401,Houston Rockets Tickets,"Internal project coordinating employee and customer tickets for Houston Rockets basketball games, including scheduling, distribution, and logistics.",56,"[""ad52cda191521f93"", ""4806f80cda4d71d8"", ""2ed50b5120ec7315"", ""74254b5bc5272c25"", ""01788ea43ab43c8e""]"
P402,Bass Family Emails,"Personal emails exchanged between Eric Bass and his family covering inheritance, weekend plans, and gas market speculation.",238,"[""fafbf5abf0e869d4"", ""536b08fa02143dc5"", ""b5d6d044121e4a4f"", ""257126517d1f523b"", ""00ed56e0e60ef4b2""]"
P403,Enron Game Night,Coordinating a regular recreational game among Enron employees.,214,"[""71b8120a7495c0bd"", ""e6fb7d9a9cdb04e4"", ""856b191b1eae2519"", ""d857f0de0a6cd2aa"", ""6313dfbce9989e34""]"
P404,UT Football Newsletter,A project to distribute and discuss University of Texas football newsletters and related fan content within Enron.,324,"[""38b49f44f439e8e9"", ""c575bce2eac78c42"", ""6b900f021c8ff13b"", ""9851debd94d8cd67"", ""b9731ffe78a89ad3""]"
P405,Miscellaneous Emails,This project aggregates miscellaneous personal forwarded emails among Enron employees covering various non-business topics.,646,"[""37733a0d0ea587af"", ""c4fc515c2c0bbe6a"", ""f6c06f397935e985"", ""9a64963325555d38"", ""4180a04cafb44a04""]"
P406,Humor Email Project,"This project aggregates and distributes humorous emails, jokes, and one-liners to Enron employees.",575,"[""8a95295de8d6960a"", ""3c6374546702390a"", ""284383d595f1c633"", ""70c5ad409f3475fb"", ""e63a07377f8ea78f""]"
P407,CPUC Subpoena Response,"Enron compiled and submitted legal documents, draft proposals, and sales data to the California Public Utilities Commission to fulfill regulatory subpoenas.",100,"[""b5eb67f9b95c5b77"", ""292822b663cb9a65"", ""472c14ccd66465f7"", ""ac9b7396b2a38a98"", ""6669cf68af7398ea""]"
P408,GISB Contract Administration,Processing and managing Gas Industry Standards Board (GISB) standardized contracts for Enron North America Corp.,501,"[""ce6e1d42e4499a5c"", ""9ffb25e2689765aa"", ""9fac697efae218aa"", ""f5216020bc072884"", ""22abe3e2c208d0a6""]"
P409,Duke Energy Arbitration,Managing legal arbitration proceedings and settlement negotiations between Enron and Duke Energy regarding natural gas collateral agreements.,61,"[""1b1709166a5301bd"", ""8efe98f985ad6a11"", ""dd0930a05199cf22"", ""033d5b2475792a31"", ""92fa8a3d90398e63""]"
P410,MUD Contract Negotiations,"The project involved negotiating and finalizing a natural gas supply agreement between Enron North America, a municipal utility district, and a drilling company, including credit approvals and contract execution.",1438,"[""8116fac6a4e716d1"", ""03d96d423c914182"", ""c90f41c6b07dfaaa"", ""028fdf0552160a89"", ""9437b377313cb569""]"
P411,Contract Administration,"Managing Enron's contract documentation, including retrieving contract copies, categorizing contract types like GTCs and master agreements, and handling agency agreements with counterparties.",253,"[""aa74ea9d08f1b635"", ""916cedc5d157268d"", ""ee41ac4f9585fa80"", ""5f79762895648d85"", ""4835da76f41708b2""]"
